Unidade da Federacao,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01
11 Rondonia,1.792154699303866,1.777860475549002,1.7699577056509401,1.876571230827167,1.8813085009085577,1.911438786331625,1.9288275329978612,1.939846992983586,1.9508475102308651,1.9555006524663987,1.9538227585574592,1.9521477415735446,1.944214919072054,1.9299905392620622,1.9409974584276788,1.945689447814594,1.9629567413408124,1.929904850033192,1.8906263249302007,1.9706560527382706,2.012929150537628,2.0050075062468515,2.059703865920165,2.0830335975178746,2.105901210112075,2.0912718428662034,2.1078535004399677,2.1430912097126886,2.1284686414955543,2.1387448551995125,2.142789265681646,2.1282113965410048,2.1384567036898607,2.1362969861493646,2.152699379861745,2.1505296606241724,2.1545204802913847,2.1276726961005004,2.1378447813791874,2.166460483637684,2.170424431723858,2.198949663708117,2.2028729390252133,2.2067883260897547,2.210695848668377,2.208477863221196,2.212375859434683,2.222371465727247,2.214050498649307,2.2240176849011744,2.233964910315744,2.237811226028663,2.229499990583856,2.251549685207865,2.2614297692674725,2.2773469392699406,2.287181677859537,2.2788626722294287,2.2645214703809646,2.262274194871696,2.290123720920702,2.317911495516497,2.327599739453176,2.3192432297324577,2.2988988694579584,2.2725991698716914,2.264323192000829,2.2859851159628786,2.2956470586125324,2.3709844064476444,2.3447442230096374,2.378159554837141,2.387652324477783,2.3852265846291476,2.3828057686479807,2.36258145860318,2.4194897011574414,2.488131022610002,2.5566335764107944,2.601349154265917,2.598724971030123,2.613806800145854,2.622963961064605,2.6321027026454105,2.6119183481381256,2.632913653949341,2.67148277275252,2.68651481014611,2.7132382586518897,2.716492446219011,2.7314382104225134,2.722982144599701,2.7145422406123543,2.7236149076799525,2.6685777878771986,2.6602138532528246,2.680933965281614,2.6783810493792375,2.687441810790166,2.696485348806327,2.6475778428439503,2.697157277260244,2.694601083391543,2.7267113146388002,2.7183605342530743,2.7100255376661835,2.695945712409415,2.67038218118428,2.6563234873042685,2.648034308415005,2.65697683093249,2.642969757775548,2.646172386102898,2.620758005614602,2.646842596901308,2.5814970626903997,2.590451845554294,2.599389599477386,2.5855303697308427,2.6172142144317743,2.665946652645341,2.6577907057967667,2.6609974371587586,2.6641982208824393,2.684382838298781,2.670582011480108,2.6455011500581387,2.682589766513034,2.697040534036595,2.6776418036820675,2.6639107674372107,2.6839655844714865,2.659054163752763,2.684743188587482,2.671105040644567,2.685524016377772,2.6663081714503374,2.658319729265526,2.64475416087486,2.6535586456013216,2.6679288165335677,2.671120392805262,2.657591854063107,2.6273879588813784,2.641783109050582,2.583913278313577,2.60942368379559,2.6016068944246844,3.2200853516599235,3.527389598796811,3.56859108704264,3.5931374391654196,3.6286875086989085,3.6365843698610485,3.688576110377194,3.7184428153074243
12 Acre,2.294994180550471,2.3175508123015596,2.312805596445354,2.321656712506941,2.3304717308359346,2.3257291904704602,2.32100591316739,2.356702394274964,2.351935575780708,2.3471880017114355,2.3424595557625842,2.3377501225648993,2.333392445941964,2.329060284065501,2.3247441785084706,2.320444040171527,2.3293949793597077,2.325102119541955,2.334011559291146,2.356050574797367,2.3780088052016644,2.3474301541173137,2.3824141185525916,2.378071566887836,2.387715399981472,2.3842995826824285,2.4199245660073454,2.4554479113752197,2.4778967715988918,2.5132365953157936,2.5355395977547537,2.570697408246126,2.6057556239817234,2.6020700626686675,2.611258253441265,2.6075753274562268,2.590979287557656,2.6256568945267222,2.6218655916591422,2.6308563692904987,2.639821257320084,2.6360259425702908,2.64495766796117,2.6411658715656907,2.6373849314026323,2.620953191295397,2.6298554338123545,2.600855757297231,2.6351424616013093,2.644146928949254,2.6782750399855146,2.6871965131741695,2.6584738855100634,2.6924440002955428,2.7013101354156763,2.6851739680501767,2.743915367672187,2.777587484664105,2.81116904828245,2.8198162274833947,2.8035562987598603,2.8121066767093152,2.7958912769429283,2.779720150129597,2.83761793078433,2.870716718167078,2.8668137395432045,2.887495791628474,2.8713100904462676,2.8919300447023764,2.9614437160489446,3.0063279537172147,3.051053895036423,3.046904040804139,3.0549365218269737,3.0386381067096773,3.058798110828024,3.078903570922059,3.098954708050624,3.203574463763946,3.2113309276520945,3.2672922345747035,3.323103152252305,3.330667997330656,3.3265121819998464,3.3103726208196047,3.3182315862105316,3.3499995812500525,3.3338909734005684,3.270083864523051,3.218354634073078,3.2977093420415087,3.329306457903298,3.337074181615215,3.3329616863600027,3.3170128403936343,3.324798500646028,3.3562162679584158,3.4347712159090102,3.4541907114100288,3.4500136587571473,3.4223255584212144,3.3947042613522904,3.3788817543904934,3.409969767278352,3.405870972499055,3.3784020742687337,3.3743509628576196,3.3934910276563692,3.400920810956556,3.373434551879934,3.33439832699178,3.365081133266496,3.384098676608809,3.356768982528596,3.3641890743624514,3.3831374269681085,3.3905068115743138,3.3978580824101523,3.428199355544537,3.4125339960773093,3.4198745204429315,3.415735076504442,3.4116056412845497,3.3960516611495124,3.3691144710890004,3.4106839961353184,3.440760248509479,3.4366255523351414,3.432500781405393,3.4056813576408165,3.3449101239657706,3.216380891979433,3.223890727072198,3.287875535268397,3.3291389943743193,3.347761395915055,3.2987880050213634,3.306156873770031,3.2798117477914626,3.2984046491798864,3.316954005277991,3.2459174193837232,3.2421252690125493,3.249566724436742,3.2235108829742853,3.219797409010085,3.24947752407618,4.168334000266773,4.751996837923599,4.9128986323732295,5.084509195318264,5.0676273766951105,5.0176280103005055,5.033979360684621,5.08337394886633
13 Amazonas,1.8182083924056183,1.7888471653338343,1.7945444682875442,1.768231396344414,1.8465279757698365,1.8578956216269484,1.848970103397649,1.854517975536539,1.8773499316829187,1.8770735617067782,1.8767981191781176,1.8793929015760504,1.8820695775627514,1.881880805444985,1.8759818923489062,1.8701020288896553,1.8699334622458441,1.918072448011712,1.920664362625971,1.920415489538834,1.9145115450419241,1.919920131322537,1.9535004868247245,1.9616440885278437,1.961469764702312,1.9809403237518672,1.9863438162231337,1.9861362097807418,1.960790885841749,1.9662003192774646,1.9019750465329475,1.9046761049623901,1.9184745489780166,1.9239149840265155,1.9210349451204052,1.9153995916025344,1.9207608862434884,1.9123261822253967,1.9039171168751987,1.914763624216238,1.9146053115210964,1.9199251530462447,1.9170248212326497,1.9223249646663563,1.9085239039892512,1.93015506577228,1.9299750679840513,1.9406524066261202,1.9648191675291544,1.9889118838973363,1.9859127187307235,1.9802247312263093,1.9718600485799511,1.9688999874119508,1.9605773551166907,1.9495979322998767,1.9520398012614624,1.9598217818817283,1.9622411410151914,1.959321813409652,1.937722452134529,1.9215012266513016,1.971670570202883,1.987242960059331,1.9789574386576105,1.9733385321689845,1.988838238870551,1.9963901683841856,2.009179108324208,2.0271815637815127,2.0320204471074255,2.078733742220784,2.0782623948745607,2.072573483693232,2.095572165484519,2.1132977438724776,2.15176100068321,2.1485922828170225,2.2231659593388646,2.2302508954638456,2.252816084693484,2.252097701312511,2.2307738080365045,2.248095035259596,2.2218745994525197,2.2547260751503537,2.351526583905568,2.3738775242913155,2.398721703577774,2.397987323320631,2.3845171467418096,2.388892337532424,2.4186617026514576,2.425515612353892,2.432350874721515,2.459409620238816,2.456112156390667,2.455348862678874,2.459627830084071,2.4613786287402952,2.455584582447572,2.4372557253546634,2.4365225709223592,2.4508116592545677,2.4550626040964043,2.4493152778100273,2.441089698451865,2.410474407759138,2.3972871860523646,2.436291353624337,2.4330284731295446,2.4099596474177023,2.414161232330368,2.383768439004677,2.3879937201685806,2.374962182915448,2.374267175670183,2.38094536062108,2.392513567392322,2.408952382632801,2.4351783664138242,2.4393373703796493,2.433721369904411,2.4354335839708976,2.4176636993273637,2.4242553925093184,2.425973212301797,2.4398128959390695,2.4366619281746664,2.3536919218051775,2.362739453859298,2.340397553922639,2.2795966222450557,2.30077757136562,2.348344873553527,2.393391454896334,2.433529286386118,2.4376478183171755,2.4202321844484778,2.4219685445043884,2.452326931440048,2.470696514840738,2.467604070666279,2.497791557749725,2.5659260215756166,2.5603981324266365,2.5312055736720525,2.5588427409036925,4.232740245801273,4.380901064297095,4.512205811249836,4.556115290426463,4.571711705274321,4.657699030945057,4.668444317722456,4.679163483602085
14 Roraima,2.1876093804690235,2.136266220118115,2.1310040466162863,2.1486254511542007,2.166160469167556,2.206355669083043,2.2690452311476377,2.263523989959008,2.258029553090791,2.2976129603391455,2.292062721622241,2.264122181896438,2.2587549116737375,2.27571897101805,2.2258280636853924,2.264995603243829,2.259671727297499,2.298576208852171,2.4034486180170447,2.4198373869275986,2.3922552382708164,2.4523864785919796,2.4685478603369897,2.419249378841376,2.501555314826174,2.561831318604974,2.5568686592907506,2.4221662817152394,2.5470007986358434,2.4990090136669942,2.4942052730939754,2.425038414325324,2.4846529839397173,2.54403967846759,2.5178489888062408,2.5130551083169346,2.4870387021484186,2.545959879915559,2.5411292354800934,2.578588835555781,2.5526187547861605,2.547802888492564,2.5850383027016806,2.5801796056730386,2.5544014220897098,2.486922757015108,2.544853034737244,2.581746634880646,2.556173470660116,2.4684392411312506,2.4431451145379555,2.5006096527665838,2.454721729444284,2.45018304308616,2.4662128834961035,2.4411558360035612,2.436667130793739,2.4321949026100107,2.3869367237355354,2.443663377224243,2.4391483307078614,2.4549386873990633,2.490922309550763,2.4863453149572874,2.481785109692884,2.457101425924434,2.4325079559092857,2.347804100831163,2.4236500169254898,2.3192763857676404,2.2551964316006905,2.29095530844227,2.3662003197353036,2.302217670711425,2.4167604316888798,2.41223994273896,2.4472074205644363,2.4229482749790208,2.398779375216283,2.413951461912556,2.4094780639549915,2.424574233032869,2.459131575249426,2.4545996470051934,2.4689869960204596,2.3863385030867192,2.3233885848046514,2.4345944274838662,2.4103680535603065,2.501703082483075,2.4966439344035614,2.52993759487266,2.5248419582827246,2.596123376945661,2.6290171095671457,2.623753716984432,2.5771730685414336,2.51202656326435,2.5037839140354974,2.5518868013037137,2.5435679525400143,2.572587034534185,2.5642550281696423,2.5004121049580394,2.5292899157026443,2.521176966380013,2.5131158968338405,2.505106211017713,2.4210033875844394,2.881306482214728,3.0849330786008475,2.7299782140554365,2.9503535954081768,2.6881289732237432,2.640893437291188,2.664657291543507,2.9166249378460196,2.799037830745681,2.6998827728318635,2.8964242168814702,2.7979226288037498,2.837811342301964,2.8431132432557416,2.865427255671158,2.8026286958604323,2.94333571281163,2.9818109531855677,2.8018629872221625,2.874019366211892,2.8956661529910237,2.8839890541013142,2.8063734391611255,2.6650040550833305,2.6393572427405383,2.4505199186427387,2.458350495658814,2.57969890533154,2.506188669116803,2.6587730648563377,2.6176118707895393,2.5607251973758967,2.5680247423601266,2.543481613012452,2.503259782913509,2.6067380228287056,2.536355745160838,2.4349514502099554,2.6944170738317275,3.546038356575245,3.8009486794039984,3.9767669816493947,4.167099125838648,4.155550440503795,4.251903728272541,4.2555479594109835,4.243851394725675
15 Para,1.4104854691387774,1.416381474846407,1.4355275012972153,1.4572669065151356,1.4855568291629488,1.4952712048147732,1.514190058023288,1.5251513660048501,1.5242444961819581,1.5285931624346916,1.5368631443039746,1.5582032790096532,1.554756456358287,1.5513196925148562,1.5531084859969861,1.5614036641286586,1.5631738098421168,1.5662378343839853,1.57966901135546,1.6034250609897303,1.6167692862468033,1.6274940053970801,1.6227107266596668,1.6218048897868285,1.608485597941653,1.62090241717555,1.6397128435227297,1.6418084468735799,1.6528686303856448,1.65750558848168,1.678753993753194,1.6820763335691475,1.6866674551390475,1.7052682209757422,1.7123712777408922,1.715643912700814,1.7138772731742506,1.7121155719893832,1.7205004538976878,1.7149358627919586,1.7283617585157245,1.7303843741108713,1.7513431172846832,1.7583836997578752,1.756589162525325,1.7573159290240743,1.7668439966036353,1.7801214578001292,1.7984458064774422,1.8230036480133525,1.8249672301268647,1.831932230520141,1.8326330949785228,1.8420746331211761,1.8602311402692882,1.865887904634058,1.8727787990482199,1.8734363151075097,1.882791915701627,1.8958539276208413,1.8939920142251576,1.898329581488957,1.9001828384398942,1.8921389294970485,1.9038784759681364,1.909423703341467,1.9297549470162043,1.9364959893468083,1.9407625609303454,1.954856582991838,1.9615535504119261,1.9621021021979101,1.9736806619013927,1.986460228298412,1.9869798982235618,1.9997217990944536,2.0295349849335724,2.0580705277712648,2.0731443347217673,2.0869714294341875,2.119018274160579,2.119406692512734,2.1465042575572,2.146865491478157,2.1412845477539175,2.1478201502093883,2.157972802284935,2.1934862763292378,2.1987495743771417,2.208828776684033,2.2249161196980767,2.240974478299094,2.2377544302725347,2.246560292617784,2.264957788440453,2.2749232783324236,2.272917172908218,2.2649256323466354,2.274898440324364,2.2657235836358085,2.275678161051356,2.2808411255109515,2.287187516583004,2.319734470825318,2.326035684053883,2.3192429610381455,2.327910217529485,2.3163786133309903,2.321414209806973,2.3169606974727235,2.330276424304499,2.2749529689260117,2.345016733065469,2.346462580712054,2.356164810247913,2.389425700884453,2.4002500594173775,2.4192920181955233,2.4383000745597836,2.4408298445597802,2.4516063008981166,2.4565008804122606,2.444985483557678,2.4604118907422614,2.4992012379758832,2.4701516525887106,2.5041952567156214,2.5206830736189927,2.5487965764312652,2.5477508239144377,2.5292557170602836,2.547989558357388,2.5330457360512915,2.4786739465722762,2.519468780500587,2.5486098086492173,2.5499219860454567,2.551231940868781,2.553695196949987,2.5700087825951523,2.5747591469702975,2.5714333464536754,2.571568016189017,2.569401159233718,2.582219727123988,2.5823820659539,2.588283123510231,2.593027588506133,3.3540608257269184,3.6466961676944396,3.7203423675952227,3.763004340600359,3.7827534539040313,3.784210961772736,3.7845258162471893,3.7950940860904163
16 Amapa,2.2107399270303363,2.2050984918647076,2.1994857753945802,2.239292625615995,2.233621742194775,2.2279795086100873,2.3274775999050994,2.4264755442719452,2.4353329458713637,2.4292427171154305,2.423182873002918,2.4171531867124787,2.3076820664997046,2.3905687635299553,2.4436092992582323,2.5257605549624587,2.5635654361064275,2.5865734915673317,2.58031409857383,2.5740849273511794,2.611409247000144,2.5472434050276216,2.541138285569078,2.5926774147549274,2.5873444359157904,2.5533367664715327,2.5767292716445263,2.6000260002600024,2.608970867917642,2.6036516570179793,2.5983540917687553,2.593078040313153,2.5736822605414913,2.568477443264168,2.549209604182394,2.5721863724722644,2.5531926832792533,2.548259412808224,2.557319593679648,2.538449843996915,2.519652594198117,2.5426095510418447,2.371334312375453,2.408327831549925,2.541882346765248,2.5094691094004435,2.545989516028036,2.5548994317409166,2.522569456345153,2.476686986446638,2.5402374985489233,2.5899143283602433,2.598586423406325,2.5529083465165705,2.602278348908602,2.5973498914388915,2.5924400667013225,2.574071952723328,2.5019672726539013,2.5106905741694248,2.5728470831016206,2.500999731175965,2.5362178584443376,2.504686294702988,2.5131675351943183,2.4818012302832835,2.4505550838420995,2.3929865662229286,2.3752248216272136,2.3180190419996074,2.2741762683790907,2.361705728842069,2.3703695943132086,2.3528427569042862,2.3484285099221105,2.3049636154330986,2.2356650973684142,2.490970232905717,2.5510798708143514,2.6109660574412534,2.606122064564739,2.601296012032926,2.5964878003635086,2.566036961196389,2.4717193048961814,2.4800255672738896,2.4627807474348162,2.471073159050497,2.5174793166187968,2.525643531433474,2.5084406494074125,2.5924689409574686,2.6004552058967216,2.595811922085319,2.5911851904961365,2.586574922779438,2.59460922928825,2.5900998126869843,2.598096894025127,2.6060662738863427,2.5891127807569174,2.572217810930807,2.555381061897284,2.5014519566431503,2.5466053503436683,2.4805352032372836,2.5255698547982135,2.3490721165139767,2.381969717061288,2.3412027162854554,2.349520550962569,2.3211606780721175,2.2197179250759826,2.0212056126201157,1.9449104125641212,1.9659526132607144,1.986925063848141,1.9715420603703113,1.8837576618220284,1.7600964436407474,2.190535682261596,2.2831050228310503,2.3513801761855575,2.3116374777519866,2.451393647183468,2.531004808909137,2.55076195073692,2.522854443198884,2.5187989131145065,2.514756400766763,2.4870407412802575,2.4357655516536014,2.4083072433381973,2.392725172529629,2.4124969696684406,2.326458530876687,2.34627224266086,2.237181011369799,2.2336830041282205,2.206843081780467,2.2616943588213076,1.8973322112301114,2.1035798047041157,2.1119201647761887,2.525799653108066,2.452531370999742,2.5065464756454934,2.560397115285917,2.556505096312299,3.1620353389069473,3.8231346719279737,4.035156299257279,4.040505784333139,4.080125901027803,4.165273487292493,4.159008583510044
17 Tocantins,3.0742175861272654,3.0556788336037366,3.109848118796198,3.113081035894042,3.1235528202928022,3.083332488915202,3.1227297862881804,3.0898332933868904,3.100281116187721,3.067497915397543,3.1067134495522235,3.0811882325902094,3.0845621966099945,3.0879190005172803,3.0912675270217567,3.1303423079342023,3.126492311184491,3.136910456891008,3.1045794683336454,3.129222672640637,3.1395992251866893,3.135761443755649,3.146104676004362,3.142268321405924,3.1317822881098314,3.1283742128749195,3.103811197986473,3.1356731797064867,3.153388414394655,3.1570028863021933,3.1325152271143777,3.129128467561953,3.1397658351426703,3.1783836309042504,3.1399918877715147,3.171540523415959,3.1681720135966223,3.1648040331035716,3.1684067370772526,3.1789579417603773,3.154742919721521,3.165286250163123,3.175807282583748,3.179379335281136,3.210621622014347,3.1934129981586037,3.196955228126577,3.193592398284427,3.1834537579224587,3.1802215003624217,3.197625642619605,3.1875159289925867,3.1842893750420345,3.1947808524306045,3.218948787209678,3.2157002803132775,3.2466334120271707,3.250191699857087,3.205993980916832,3.223214778541976,3.213155420736153,3.196304799625692,3.186282002941706,3.237361733434142,3.2205376738497087,3.2782532599654837,3.3358527028188294,3.352778547625002,3.423693172264439,3.5012115946096185,3.5111815294329336,3.5682594568974455,3.6453345098841026,3.769284830274681,3.8594230330366615,3.909146867251273,3.958769847436646,3.968142440922857,4.077769072594985,4.10035861442605,4.0561888903121135,4.11207777891817,4.107932771050326,4.1304009481963915,4.08666113804542,4.082824916517848,4.105525945066869,4.148063331517727,4.124320116090011,4.140304742302407,4.176082675864621,4.198590699461445,4.174888933444488,4.210534639060319,4.206615248091553,4.209280147324805,4.211962235586022,4.155550186966934,4.184506569281787,4.200304046970015,4.2095257049482555,4.18602704173469,4.319403203546485,4.387247733255338,4.396263828010853,4.3857133920006675,4.375182299262469,4.358165771616503,4.353928933482364,4.317256691747873,4.3455137434979445,4.386675392500535,4.382444329363024,4.391155604705457,4.406310974427891,4.447255804346564,4.4623281487786635,4.458044773715574,4.447333530706554,4.481652231502736,4.5095423071512215,4.492452359147179,4.513865067493183,4.580077368076156,4.594967678434178,4.577861691033976,4.5927261183032595,4.588417659600673,4.603244330900584,4.592564377115144,4.575540648810391,4.558548741185693,4.61788436106139,4.607294756441646,4.419195921912745,4.586173826123201,4.594628461634852,4.584098930545527,4.6367597766774775,4.5946542964435615,4.609375886721592,4.655569737158754,4.663914893938421,4.697398257623682,4.693172094285639,4.6701399786579625,4.678506339815093,4.70565530792906,6.26651925843476,6.8738882314530105,6.980246589552752,7.3736183050542685,7.416963074877018,7.410371278921639,7.447379531163796,7.415886920167231
21 Maranhao,2.7328947811149207,2.736299376400566,2.742736345237721,2.758268924388972,2.7752876858665516,2.7846978580098014,2.785008119660901,2.797414704935502,2.80526519726362,2.805554545247377,2.8103664527883314,2.80763779905899,2.8276789285700312,2.8446764556413906,2.8300976984575965,2.8455616442303535,2.8460030451332896,2.858428679208197,2.849877039181319,2.8787267922280058,2.8881015296927615,2.8989522571522914,2.875480651206882,2.9161252637476607,2.921896021604755,2.936592231321904,2.963171879141858,2.974854230656014,2.9850373701716757,2.9818440151064256,3.000916303524132,2.994750953603461,3.0034170168923673,3.016517954504509,3.0073927666799243,3.0145568912148977,3.018926643632498,3.0277275086636917,3.035041728868522,3.0275797748809827,3.0304582457322278,3.027432343452462,3.0185111263912687,3.0184421212986314,3.0257386654489076,3.024193696808828,3.021178712948436,3.021108487946969,3.0079644901411977,3.031570359324114,3.052216999409239,3.0596313936973356,3.0626365676164706,3.067105810896719,3.0613079702208625,3.0599118428846643,3.0702354442862125,3.060051684126531,3.046950254512545,3.029472333501166,3.0397229948245754,3.0762715121620867,3.0996387796070644,3.0967034343623703,3.128794703347504,3.1170964939009496,3.11998879136737,3.138908047626882,3.1374175790643064,3.1635899189652195,3.169365016700284,3.199860835143315,3.2113560761502806,3.2141230776652447,3.1965548661557017,3.202229657640134,3.222407644868334,3.2440158276648856,3.259804852340552,3.2741295378928337,3.297128153593754,3.3114202606238266,3.3416106910711294,3.3442997834374313,3.360078109893197,3.3628400397531606,3.3757062921836947,3.3871173509884844,3.38120781243644,3.3983729334374524,3.427051222742477,3.4283337088175014,3.432494608650981,3.4380907644448744,3.442243243608691,3.440640680939167,3.4433435613283776,3.4431705208294576,3.438690305520814,3.437084491286381,3.4297424221842223,3.4424799734695335,3.4466070410814065,3.4492978286756113,3.454849639588883,3.4546718855968375,3.4487725673958964,3.4314406031214384,3.446917259837969,3.449523965692735,3.4392790220397966,3.4561567536898967,3.457328873987637,3.4470950739614308,3.4924425168327606,3.506413232650945,3.521793911282396,3.549965154851045,3.548244102697419,3.5678465103902517,3.6030921236491427,3.607061490315679,3.606768802145382,3.602220125301645,3.611856589298439,3.610144633988456,3.614101256888362,3.6350469504476686,3.6559728164337892,3.659902143242656,3.6638277539972277,3.6677496539665477,3.64061930932493,3.6417547016267586,3.6457118919367524,3.655308499713825,3.655025391991602,3.643466827044982,3.675592152124715,3.664034766930354,3.6890833254278195,3.7155155907451727,3.7250489220279337,3.7317623293280957,3.74693375218817,3.7606855850590404,3.766003056596443,3.7671066628541956,5.470705012742073,5.686907496989738,5.813243153571621,5.933862848080507,5.963383147647208,6.022260536087529,6.01954674379444,6.015437432600679
22 Piaui,3.343169540208031,3.344538805201518,3.393388716476042,3.420039724346697,3.418203435278642,3.432171009342711,3.4429649171350993,3.479003174037923,3.461362735669264,3.4847381085283056,3.4797211684298515,3.4778598309079674,3.491865276343825,3.486975297549456,3.4852357173750637,3.5055055300528717,3.5226127542463828,3.5239988404096505,3.5222442911860075,3.5518684177085116,3.5940076038663493,3.6016245865889798,3.6155000308602037,3.601178556140338,3.6127439071731438,3.6211687830838524,3.6202022932745592,3.616108197961278,3.6370345815377494,3.645443992255151,3.6601001573436736,3.677873295546336,3.6643974268620014,3.6977755568915573,3.7311359076401795,3.7395068283457116,3.7510360598767716,3.7438448850187243,3.686752083701125,3.7232368960926907,3.8064656919287967,3.817968011973148,3.7889575568203417,3.7973433549139153,3.7839245183359953,3.7923073450268,3.822475283090403,3.8277321371722275,3.814488897379359,3.8448030922668757,3.8097939383534913,3.8214401761158436,3.8548427861435814,3.7639075763325742,3.7320517366159645,3.8524427438464217,3.836112573596674,3.881899571842005,3.853150563798828,3.889602344812472,3.8981200260950586,3.8880140253977613,3.887219146089948,3.9112381565630487,3.9011356708309792,3.937543735414424,3.967737335788371,4.072298483983068,4.0869595933242815,4.231726361579643,4.2463489451957726,4.403410630427815,4.479762433275688,4.481801040223545,4.567388474956415,4.621998485320978,4.664210842125123,4.675480813830517,4.711477641812695,4.747457513964201,4.783420442262447,4.803919751370121,4.821320800987861,4.807834825398707,4.8160470688333525,4.790296439717114,4.820102481180154,4.840639902360375,4.8488303122221055,4.887855329350477,4.886782348263867,4.842555303307025,4.863065265849109,4.905134030014367,4.922540831983331,4.890663790578573,4.901932106392865,4.89779734570784,4.905975471969306,4.911072961743173,4.931550509629445,4.816684552375908,4.923277137451071,4.9099197288076395,4.927306097595087,4.910880427437132,4.909824226449205,4.868834818711931,4.883050930221202,4.8726988242272915,4.908396550554489,4.919526006891632,4.9275820330418,4.929499264716258,4.96208360896205,4.9762562364172425,4.990422251642962,4.986193729102884,4.942135952553044,5.014501312898756,5.050140019649302,5.042895228110635,5.047898402855966,5.028415290177512,5.015060480589054,5.047598857223619,5.040362661433824,5.054534235219616,5.022842776155468,5.030899073012528,5.026728751605039,5.028670448251284,4.990966472862001,4.974648835293927,4.976657035970239,4.996979528867554,4.986774670724856,4.982676579131647,5.018238015791739,5.02633488383158,5.031379033908141,5.045567111072901,5.041460987352151,5.037356585421896,5.054642852463841,5.062779069703684,5.058729689322121,5.05772690345314,7.525721253008234,8.67782354950073,8.797831552109729,8.869110788733218,8.867354416444424,8.868640111435862,8.885129146051515,8.87729031049843
