Unidade da Federacao,2000-1-01,2000-2-01,2000-3-01,2000-4-01,2000-5-01,2000-6-01,2000-7-01,2000-8-01,2000-9-01,2000-10-01,2000-11-01,2000-12-01,2001-1-01,2001-2-01,2001-3-01,2001-4-01,2001-5-01,2001-6-01,2001-7-01,2001-8-01,2001-9-01,2001-10-01,2001-11-01,2001-12-01,2002-1-01,2002-2-01,2002-3-01,2002-4-01,2002-5-01,2002-6-01,2002-7-01,2002-8-01,2002-9-01,2002-10-01,2002-11-01,2002-12-01,2003-1-01,2003-2-01,2003-3-01,2003-4-01,2003-5-01,2003-6-01,2003-7-01,2003-8-01,2003-9-01,2003-10-01,2003-11-01,2003-12-01,2004-1-01,2004-2-01,2004-3-01,2004-4-01,2004-5-01,2004-6-01,2004-7-01,2004-8-01,2004-9-01,2004-10-01,2004-11-01,2004-12-01,2005-1-01,2005-2-01,2005-3-01,2005-4-01,2005-5-01,2005-6-01,2005-7-01,2005-8-01,2005-9-01,2005-10-01,2005-11-01,2005-12-01,2006-1-01,2006-2-01,2006-3-01,2006-4-01,2006-5-01,2006-6-01,2006-7-01,2006-8-01,2006-9-01,2006-10-01,2006-11-01,2006-12-01,2007-1-01,2007-2-01,2007-3-01,2007-4-01,2007-5-01,2007-6-01,2007-7-01,2007-8-01,2007-9-01,2007-10-01,2007-11-01,2007-12-01,2008-1-01,2008-2-01,2008-3-01,2008-4-01,2008-5-01,2008-6-01,2008-7-01,2008-8-01,2008-9-01,2008-10-01,2008-11-01,2008-12-01,2009-1-01,2009-2-01,2009-3-01,2009-4-01,2009-5-01,2009-6-01,2009-7-01,2009-8-01,2009-9-01,2009-10-01,2009-11-01,2009-12-01,2010-1-01,2010-2-01,2010-3-01,2010-4-01,2010-5-01,2010-6-01,2010-7-01,2010-8-01,2010-9-01,2010-10-01,2010-11-01,2010-12-01,2011-1-01,2011-2-01,2011-3-01,2011-4-01,2011-5-01,2011-6-01,2011-7-01,2011-8-01,2011-9-01,2011-10-01,2011-11-01,2011-12-01,2012-1-01,2012-2-01,2012-3-01,2012-4-01,2012-5-01,2012-6-01,2012-7-01,2012-8-01,2012-9-01,2012-10-01,2012-11-01,2012-12-01,2013-1-01,2013-2-01,2013-3-01,2013-4-01,2013-5-01,2013-6-01,2013-7-01,2013-8-01,2013-9-01,2013-10-01,2013-11-01,2013-12-01,2014-1-01,2014-2-01,2014-3-01,2014-4-01,2014-5-01,2014-6-01,2014-7-01,2014-8-01,2014-9-01,2014-10-01,2014-11-01,2014-12-01,2015-1-01,2015-2-01,2015-3-01,2015-4-01,2015-5-01,2015-6-01,2015-7-01,2015-8-01,2015-9-01,2015-10-01,2015-11-01,2015-12-01,2016-1-01,2016-2-01,2016-3-01,2016-4-01,2016-5-01,2016-6-01,2016-7-01,2016-8-01,2016-9-01,2016-10-01,2016-11-01,2016-12-01,2017-1-01,2017-2-01,2017-3-01,2017-4-01,2017-5-01,2017-6-01,2017-7-01,2017-8-01,2017-9-01,2017-10-01,2017-11-01,2017-12-01,2018-1-01,2018-2-01,2018-3-01,2018-4-01,2018-5-01,2018-6-01,2018-7-01,2018-8-01,2018-9-01,2018-10-01,2018-11-01,2018-12-01,2019-1-01,2019-2-01,2019-3-01,2019-4-01,2019-5-01,2019-6-01,2019-7-01,2019-8-01,2019-9-01,2019-10-01,2019-11-01,2019-12-01,2020-1-01,2020-2-01,2020-3-01,2020-4-01,2020-5-01,2020-6-01,2020-7-01,2020-8-01,2020-9-01,2020-10-01,2020-11-01,2020-12-01
11 Rondonia,1410998.0,1412978.0,1414958.0,1416938.0,1418918.0,1420898.0,1422878.0,1424858.0,1426838.0,1428818.0,1430798.0,1432778.0,1434605.0,1436431.0,1438257.0,1440083.0,1441909.0,1443735.0,1445561.0,1447387.0,1449213.0,1451039.0,1452865.0,1454691.0,1456376.0,1458066.0,1459756.0,1461446.0,1463136.0,1464826.0,1466516.0,1468206.0,1469896.0,1471586.0,1473276.0,1474966.0,1476592.0,1478221.0,1479850.0,1481479.0,1483108.0,1484737.0,1486366.0,1487995.0,1489624.0,1491253.0,1492882.0,1494511.0,1496104.0,1497702.0,1499300.0,1500898.0,1502496.0,1504094.0,1505692.0,1507290.0,1508888.0,1510486.0,1512084.0,1513682.0,1515235.0,1516783.0,1518331.0,1519879.0,1521427.0,1522975.0,1524523.0,1526071.0,1527619.0,1529167.0,1530715.0,1532263.0,1533716.0,1535173.0,1536630.0,1538087.0,1539544.0,1541001.0,1542458.0,1543915.0,1545372.0,1546829.0,1548286.0,1549743.0,1551150.0,1552553.0,1553956.0,1555359.0,1556762.0,1558165.0,1559568.0,1560971.0,1562374.0,1563777.0,1565180.0,1566583.0,1567945.0,1569302.0,1570659.0,1572016.0,1573373.0,1574730.0,1576087.0,1577444.0,1578801.0,1580158.0,1581515.0,1582872.0,1584187.0,1585500.0,1586813.0,1588126.0,1589439.0,1590752.0,1592065.0,1593378.0,1594691.0,1596004.0,1597317.0,1598630.0,1600265.0,1601896.0,1603527.0,1605158.0,1606789.0,1608420.0,1610051.0,1611682.0,1613313.0,1614944.0,1616575.0,1618206.0,1619850.0,1621490.0,1623130.0,1624770.0,1626410.0,1628050.0,1629690.0,1631330.0,1632970.0,1634610.0,1636250.0,1637890.0,1639529.0,1641174.0,1642819.0,1644464.0,1646109.0,1647754.0,1649399.0,1651044.0,1652689.0,1654334.0,1655979.0,1657624.0,1659299.0,1660978.0,1662657.0,1664336.0,1666015.0,1667694.0,1669373.0,1671052.0,1672731.0,1674410.0,1676089.0,1677768.0,1679474.0,1681182.0,1682890.0,1684598.0,1686306.0,1688014.0,1689722.0,1691430.0,1693138.0,1694846.0,1696554.0,1698262.0,1699900.0,1701537.0,1703174.0,1704811.0,1706448.0,1708085.0,1709722.0,1711359.0,1712996.0,1714633.0,1716270.0,1717907.0,1719550.0,1721189.0,1722828.0,1724467.0,1726106.0,1727745.0,1729384.0,1731023.0,1732662.0,1734301.0,1735940.0,1737579.0,1739246.0,1740914.0,1742582.0,1744250.0,1745918.0,1747586.0,1749254.0,1750922.0,1752590.0,1754258.0,1755926.0,1757594.0,1759225.0,1760861.0,1762497.0,1764133.0,1765769.0,1767405.0,1769041.0,1770677.0,1772313.0,1773949.0,1775585.0,1777221.0,1778828.0,1780431.0,1782034.0,1783637.0,1785240.0,1786843.0,1788446.0,1790049.0,1791652.0,1793255.0,1794858.0,1796461.0,1798028.0,1799596.0,1801164.0,1802732.0,1804300.0,1805868.0,1807436.0,1809004.0,1810572.0,1812140.0,1813708.0,1815276.0
12 Acre,583709.0,585246.0,586783.0,588320.0,589857.0,591394.0,592931.0,594468.0,596005.0,597542.0,599079.0,600616.0,602165.0,603719.0,605273.0,606827.0,608381.0,609935.0,611489.0,613043.0,614597.0,616151.0,617705.0,619259.0,620819.0,622377.0,623935.0,625493.0,627051.0,628609.0,630167.0,631725.0,633283.0,634841.0,636399.0,637957.0,639488.0,641017.0,642546.0,644075.0,645604.0,647133.0,648662.0,650191.0,651720.0,653249.0,654778.0,656307.0,657868.0,659424.0,660980.0,662536.0,664092.0,665648.0,667204.0,668760.0,670316.0,671872.0,673428.0,674984.0,676550.0,678111.0,679672.0,681233.0,682794.0,684355.0,685916.0,687477.0,689038.0,690599.0,692160.0,693721.0,695247.0,696775.0,698303.0,699831.0,701359.0,702887.0,704415.0,705943.0,707471.0,708999.0,710527.0,712055.0,713598.0,715137.0,716676.0,718215.0,719754.0,721293.0,722832.0,724371.0,725910.0,727449.0,728988.0,730527.0,732028.0,733533.0,735038.0,736543.0,738048.0,739553.0,741058.0,742563.0,744068.0,745573.0,747078.0,748583.0,749981.0,751376.0,752771.0,754166.0,755561.0,756956.0,758351.0,759746.0,761141.0,762536.0,763931.0,765326.0,766423.0,767521.0,768619.0,769717.0,770815.0,771913.0,773011.0,774109.0,775207.0,776305.0,777403.0,778501.0,779628.0,780757.0,781886.0,783015.0,784144.0,785273.0,786402.0,787531.0,788660.0,789789.0,790918.0,792047.0,793126.0,794207.0,795288.0,796369.0,797450.0,798531.0,799612.0,800693.0,801774.0,802855.0,803936.0,805017.0,806119.0,807224.0,808329.0,809434.0,810539.0,811644.0,812749.0,813854.0,814959.0,816064.0,817169.0,818274.0,819389.0,820505.0,821621.0,822737.0,823853.0,824969.0,826085.0,827201.0,828317.0,829433.0,830549.0,831665.0,832704.0,833743.0,834782.0,835821.0,836860.0,837899.0,838938.0,839977.0,841016.0,842055.0,843094.0,844133.0,845164.0,846191.0,847218.0,848245.0,849272.0,850299.0,851326.0,852353.0,853380.0,854407.0,855434.0,856461.0,857524.0,858591.0,859658.0,860725.0,861792.0,862859.0,863926.0,864993.0,866060.0,867127.0,868194.0,869261.0,870321.0,871377.0,872433.0,873489.0,874545.0,875601.0,876657.0,877713.0,878769.0,879825.0,880881.0,881937.0,882980.0,884025.0,885070.0,886115.0,887160.0,888205.0,889250.0,890295.0,891340.0,892385.0,893430.0,894475.0,895504.0,896538.0,897572.0,898606.0,899640.0,900674.0,901708.0,902742.0,903776.0,904810.0,905844.0,906878.0
13 Amazonas,2874174.0,2880155.0,2886136.0,2892117.0,2898098.0,2904079.0,2910060.0,2916041.0,2922022.0,2928003.0,2933984.0,2939965.0,2945704.0,2951443.0,2957182.0,2962921.0,2968660.0,2974399.0,2980138.0,2985877.0,2991616.0,2997355.0,3003094.0,3008833.0,3014419.0,3020002.0,3025585.0,3031168.0,3036751.0,3042334.0,3047917.0,3053500.0,3059083.0,3064666.0,3070249.0,3075832.0,3081265.0,3086695.0,3092125.0,3097555.0,3102985.0,3108415.0,3113845.0,3119275.0,3124705.0,3130135.0,3135565.0,3140995.0,3146553.0,3152116.0,3157679.0,3163242.0,3168805.0,3174368.0,3179931.0,3185494.0,3191057.0,3196620.0,3202183.0,3207746.0,3213480.0,3219210.0,3224940.0,3230670.0,3236400.0,3242130.0,3247860.0,3253590.0,3259320.0,3265050.0,3270780.0,3276510.0,3282260.0,3288010.0,3293760.0,3299510.0,3305260.0,3311010.0,3316760.0,3322510.0,3328260.0,3334010.0,3339760.0,3345510.0,3351314.0,3357114.0,3362914.0,3368714.0,3374514.0,3380314.0,3386114.0,3391914.0,3397714.0,3403514.0,3409314.0,3415114.0,3420950.0,3426788.0,3432626.0,3438464.0,3444302.0,3450140.0,3455978.0,3461816.0,3467654.0,3473492.0,3479330.0,3485168.0,3490838.0,3496502.0,3502166.0,3507830.0,3513494.0,3519158.0,3524822.0,3530486.0,3536150.0,3541814.0,3547478.0,3553142.0,3558556.0,3563964.0,3569372.0,3574780.0,3580188.0,3585596.0,3591004.0,3596412.0,3601820.0,3607228.0,3612636.0,3618044.0,3623564.0,3629088.0,3634612.0,3640136.0,3645660.0,3651184.0,3656708.0,3662232.0,3667756.0,3673280.0,3678804.0,3684328.0,3689907.0,3695488.0,3701069.0,3706650.0,3712231.0,3717812.0,3723393.0,3728974.0,3734555.0,3740136.0,3745717.0,3751298.0,3756988.0,3762683.0,3768378.0,3774073.0,3779768.0,3785463.0,3791158.0,3796853.0,3802548.0,3808243.0,3813938.0,3819633.0,3825311.0,3830986.0,3836661.0,3842336.0,3848011.0,3853686.0,3859361.0,3865036.0,3870711.0,3876386.0,3882061.0,3887736.0,3893109.0,3898478.0,3903847.0,3909216.0,3914585.0,3919954.0,3925323.0,3930692.0,3936061.0,3941430.0,3946799.0,3952168.0,3957474.0,3962777.0,3968080.0,3973383.0,3978686.0,3983989.0,3989292.0,3994595.0,3999898.0,4005201.0,4010504.0,4015807.0,4021212.0,4026612.0,4032012.0,4037412.0,4042812.0,4048212.0,4053612.0,4059012.0,4064412.0,4069812.0,4075212.0,4080612.0,4085943.0,4091275.0,4096607.0,4101939.0,4107271.0,4112603.0,4117935.0,4123267.0,4128599.0,4133931.0,4139263.0,4144595.0,4149857.0,4155117.0,4160377.0,4165637.0,4170897.0,4176157.0,4181417.0,4186677.0,4191937.0,4197197.0,4202457.0,4207717.0,4212904.0,4218094.0,4223284.0,4228474.0,4233664.0,4238854.0,4244044.0,4249234.0,4254424.0,4259614.0,4264804.0,4269994.0
14 Roraima,334398.0,335440.0,336482.0,337524.0,338566.0,339608.0,340650.0,341692.0,342734.0,343776.0,344818.0,345860.0,346876.0,347894.0,348912.0,349930.0,350948.0,351966.0,352984.0,354002.0,355020.0,356038.0,357056.0,358074.0,359095.0,360119.0,361143.0,362167.0,363191.0,364215.0,365239.0,366263.0,367287.0,368311.0,369335.0,370359.0,371417.0,372478.0,373539.0,374600.0,375661.0,376722.0,377783.0,378844.0,379905.0,380966.0,382027.0,383088.0,384111.0,385139.0,386167.0,387195.0,388223.0,389251.0,390279.0,391307.0,392335.0,393363.0,394391.0,395419.0,396446.0,397468.0,398490.0,399512.0,400534.0,401556.0,402578.0,403600.0,404622.0,405644.0,406666.0,407688.0,408746.0,409799.0,410852.0,411905.0,412958.0,414011.0,415064.0,416117.0,417170.0,418223.0,419276.0,420329.0,421403.0,422475.0,423547.0,424619.0,425691.0,426763.0,427835.0,428907.0,429979.0,431051.0,432123.0,433195.0,434264.0,435339.0,436414.0,437489.0,438564.0,439639.0,440714.0,441789.0,442864.0,443939.0,445014.0,446089.0,447149.0,448210.0,449271.0,450332.0,451393.0,452454.0,453515.0,454576.0,455637.0,456698.0,457759.0,458820.0,459714.0,460608.0,461502.0,462396.0,463290.0,464184.0,465078.0,465972.0,466866.0,467760.0,468654.0,469548.0,470439.0,471335.0,472231.0,473127.0,474023.0,474919.0,475815.0,476711.0,477607.0,478503.0,479399.0,480295.0,481188.0,482086.0,482984.0,483882.0,484780.0,485678.0,486576.0,487474.0,488372.0,489270.0,490168.0,491066.0,491975.0,492884.0,493793.0,494702.0,495611.0,496520.0,497429.0,498338.0,499247.0,500156.0,501065.0,501974.0,502916.0,503862.0,504808.0,505754.0,506700.0,507646.0,508592.0,509538.0,510484.0,511430.0,512376.0,513322.0,514381.0,515434.0,516487.0,517540.0,518593.0,519646.0,520699.0,521752.0,522805.0,523858.0,524911.0,525964.0,527710.0,529453.0,531196.0,532939.0,534682.0,536425.0,538168.0,539911.0,541654.0,543397.0,545140.0,546883.0,549359.0,551833.0,554307.0,556781.0,559255.0,561729.0,564203.0,566677.0,569151.0,571625.0,574099.0,576573.0,579001.0,581434.0,583867.0,586300.0,588733.0,591166.0,593599.0,596032.0,598465.0,600898.0,603331.0,605764.0,607879.0,609997.0,612115.0,614233.0,616351.0,618469.0,620587.0,622705.0,624823.0,626941.0,629059.0,631177.0,632975.0,634769.0,636563.0,638357.0,640151.0,641945.0,643739.0,645533.0,647327.0,649121.0,650915.0,652709.0
15 Para,6383429.0,6395646.0,6407863.0,6420080.0,6432297.0,6444514.0,6456731.0,6468948.0,6481165.0,6493382.0,6505599.0,6517816.0,6529808.0,6541803.0,6553798.0,6565793.0,6577788.0,6589783.0,6601778.0,6613773.0,6625768.0,6637763.0,6649758.0,6661753.0,6673681.0,6685610.0,6697539.0,6709468.0,6721397.0,6733326.0,6745255.0,6757184.0,6769113.0,6781042.0,6792971.0,6804900.0,6816758.0,6828620.0,6840482.0,6852344.0,6864206.0,6876068.0,6887930.0,6899792.0,6911654.0,6923516.0,6935378.0,6947240.0,6958945.0,6970648.0,6982351.0,6994054.0,7005757.0,7017460.0,7029163.0,7040866.0,7052569.0,7064272.0,7075975.0,7087678.0,7099431.0,7111181.0,7122931.0,7134681.0,7146431.0,7158181.0,7169931.0,7181681.0,7193431.0,7205181.0,7216931.0,7228681.0,7240239.0,7251791.0,7263343.0,7274895.0,7286447.0,7297999.0,7309551.0,7321103.0,7332655.0,7344207.0,7355759.0,7367311.0,7378706.0,7390102.0,7401498.0,7412894.0,7424290.0,7435686.0,7447082.0,7458478.0,7469874.0,7481270.0,7492666.0,7504062.0,7515143.0,7526221.0,7537299.0,7548377.0,7559455.0,7570533.0,7581611.0,7592689.0,7603767.0,7614845.0,7625923.0,7637001.0,7647500.0,7657996.0,7668492.0,7678988.0,7689484.0,7699980.0,7710476.0,7720972.0,7731468.0,7741964.0,7752460.0,7762956.0,7771285.0,7779617.0,7787949.0,7796281.0,7804613.0,7812945.0,7821277.0,7829609.0,7837941.0,7846273.0,7854605.0,7862937.0,7871042.0,7879141.0,7887240.0,7895339.0,7903438.0,7911537.0,7919636.0,7927735.0,7935834.0,7943933.0,7952032.0,7960131.0,7967991.0,7975848.0,7983705.0,7991562.0,7999419.0,8007276.0,8015133.0,8022990.0,8030847.0,8038704.0,8046561.0,8054418.0,8062336.0,8070253.0,8078170.0,8086087.0,8094004.0,8101921.0,8109838.0,8117755.0,8125672.0,8133589.0,8141506.0,8149423.0,8157348.0,8165278.0,8173208.0,8181138.0,8189068.0,8196998.0,8204928.0,8212858.0,8220788.0,8228718.0,8236648.0,8244578.0,8252056.0,8259537.0,8267018.0,8274499.0,8281980.0,8289461.0,8296942.0,8304423.0,8311904.0,8319385.0,8326866.0,8334347.0,8341703.0,8349060.0,8356417.0,8363774.0,8371131.0,8378488.0,8385845.0,8393202.0,8400559.0,8407916.0,8415273.0,8422630.0,8430206.0,8437778.0,8445350.0,8452922.0,8460494.0,8468066.0,8475638.0,8483210.0,8490782.0,8498354.0,8505926.0,8513498.0,8520944.0,8528391.0,8535838.0,8543285.0,8550732.0,8558179.0,8565626.0,8573073.0,8580520.0,8587967.0,8595414.0,8602861.0,8610188.0,8617511.0,8624834.0,8632157.0,8639480.0,8646803.0,8654126.0,8661449.0,8668772.0,8676095.0,8683418.0,8690741.0,8697943.0,8705141.0,8712339.0,8719537.0,8726735.0,8733933.0,8741131.0,8748329.0,8755527.0,8762725.0,8769923.0,8777121.0
16 Amapa,496901.0,498609.0,500317.0,502025.0,503733.0,505441.0,507149.0,508857.0,510565.0,512273.0,513981.0,515689.0,517370.0,519056.0,520742.0,522428.0,524114.0,525800.0,527486.0,529172.0,530858.0,532544.0,534230.0,535916.0,537606.0,539298.0,540990.0,542682.0,544374.0,546066.0,547758.0,549450.0,551142.0,552834.0,554526.0,556218.0,557881.0,559547.0,561213.0,562879.0,564545.0,566211.0,567877.0,569543.0,571209.0,572875.0,574541.0,576207.0,577814.0,579423.0,581032.0,582641.0,584250.0,585859.0,587468.0,589077.0,590686.0,592295.0,593904.0,595513.0,597147.0,598777.0,600407.0,602037.0,603667.0,605297.0,606927.0,608557.0,610187.0,611817.0,613447.0,615077.0,616701.0,618323.0,619945.0,621567.0,623189.0,624811.0,626433.0,628055.0,629677.0,631299.0,632921.0,634543.0,636183.0,637822.0,639461.0,641100.0,642739.0,644378.0,646017.0,647656.0,649295.0,650934.0,652573.0,654212.0,655889.0,657567.0,659245.0,660923.0,662601.0,664279.0,665957.0,667635.0,669313.0,670991.0,672669.0,674347.0,676003.0,677663.0,679323.0,680983.0,682643.0,684303.0,685963.0,687623.0,689283.0,690943.0,692603.0,694263.0,695694.0,697127.0,698560.0,699993.0,701426.0,702859.0,704292.0,705725.0,707158.0,708591.0,710024.0,711457.0,712833.0,714213.0,715593.0,716973.0,718353.0,719733.0,721113.0,722493.0,723873.0,725253.0,726633.0,728013.0,729415.0,730815.0,732215.0,733615.0,735015.0,736415.0,737815.0,739215.0,740615.0,742015.0,743415.0,744815.0,746255.0,747701.0,749147.0,750593.0,752039.0,753485.0,754931.0,756377.0,757823.0,759269.0,760715.0,762161.0,763594.0,765032.0,766470.0,767908.0,769346.0,770784.0,772222.0,773660.0,775098.0,776536.0,777974.0,779412.0,780833.0,782250.0,783667.0,785084.0,786501.0,787918.0,789335.0,790752.0,792169.0,793586.0,795003.0,796420.0,797808.0,799197.0,800586.0,801975.0,803364.0,804753.0,806142.0,807531.0,808920.0,810309.0,811698.0,813087.0,814452.0,815820.0,817188.0,818556.0,819924.0,821292.0,822660.0,824028.0,825396.0,826764.0,828132.0,829500.0,830847.0,832200.0,833553.0,834906.0,836259.0,837612.0,838965.0,840318.0,841671.0,843024.0,844377.0,845730.0,847068.0,848405.0,849742.0,851079.0,852416.0,853753.0,855090.0,856427.0,857764.0,859101.0,860438.0,861775.0,863093.0,864413.0,865733.0,867053.0,868373.0,869693.0,871013.0,872333.0,873653.0,874973.0,876293.0,877613.0
17 Tocantins,1191962.0,1193905.0,1195848.0,1197791.0,1199734.0,1201677.0,1203620.0,1205563.0,1207506.0,1209449.0,1211392.0,1213335.0,1215247.0,1217155.0,1219063.0,1220971.0,1222879.0,1224787.0,1226695.0,1228603.0,1230511.0,1232419.0,1234327.0,1236235.0,1238159.0,1240080.0,1242001.0,1243922.0,1245843.0,1247764.0,1249685.0,1251606.0,1253527.0,1255448.0,1257369.0,1259290.0,1261180.0,1263067.0,1264954.0,1266841.0,1268728.0,1270615.0,1272502.0,1274389.0,1276276.0,1278163.0,1280050.0,1281937.0,1283816.0,1285700.0,1287584.0,1289468.0,1291352.0,1293236.0,1295120.0,1297004.0,1298888.0,1300772.0,1302656.0,1304540.0,1306453.0,1308370.0,1310287.0,1312204.0,1314121.0,1316038.0,1317955.0,1319872.0,1321789.0,1323706.0,1325623.0,1327540.0,1329371.0,1331199.0,1333027.0,1334855.0,1336683.0,1338511.0,1340339.0,1342167.0,1343995.0,1345823.0,1347651.0,1349479.0,1351268.0,1353055.0,1354842.0,1356629.0,1358416.0,1360203.0,1361990.0,1363777.0,1365564.0,1367351.0,1369138.0,1370925.0,1372707.0,1374490.0,1376273.0,1378056.0,1379839.0,1381622.0,1383405.0,1385188.0,1386971.0,1388754.0,1390537.0,1392320.0,1394039.0,1395762.0,1397485.0,1399208.0,1400931.0,1402654.0,1404377.0,1406100.0,1407823.0,1409546.0,1411269.0,1412992.0,1414530.0,1416071.0,1417612.0,1419153.0,1420694.0,1422235.0,1423776.0,1425317.0,1426858.0,1428399.0,1429940.0,1431481.0,1433003.0,1434528.0,1436053.0,1437578.0,1439103.0,1440628.0,1442153.0,1443678.0,1445203.0,1446728.0,1448253.0,1449778.0,1451254.0,1452729.0,1454204.0,1455679.0,1457154.0,1458629.0,1460104.0,1461579.0,1463054.0,1464529.0,1466004.0,1467479.0,1468961.0,1470448.0,1471935.0,1473422.0,1474909.0,1476396.0,1477883.0,1479370.0,1480857.0,1482344.0,1483831.0,1485318.0,1486832.0,1488346.0,1489860.0,1491374.0,1492888.0,1494402.0,1495916.0,1497430.0,1498944.0,1500458.0,1501972.0,1503486.0,1504896.0,1506310.0,1507724.0,1509138.0,1510552.0,1511966.0,1513380.0,1514794.0,1516208.0,1517622.0,1519036.0,1520450.0,1521856.0,1523264.0,1524672.0,1526080.0,1527488.0,1528896.0,1530304.0,1531712.0,1533120.0,1534528.0,1535936.0,1537344.0,1538840.0,1540330.0,1541820.0,1543310.0,1544800.0,1546290.0,1547780.0,1549270.0,1550760.0,1552250.0,1553740.0,1555230.0,1556699.0,1558169.0,1559639.0,1561109.0,1562579.0,1564049.0,1565519.0,1566989.0,1568459.0,1569929.0,1571399.0,1572869.0,1574314.0,1575762.0,1577210.0,1578658.0,1580106.0,1581554.0,1583002.0,1584450.0,1585898.0,1587346.0,1588794.0,1590242.0,1591674.0,1593100.0,1594526.0,1595952.0,1597378.0,1598804.0,1600230.0,1601656.0,1603082.0,1604508.0,1605934.0,1607360.0
21 Maranhao,5843759.0,5851522.0,5859285.0,5867048.0,5874811.0,5882574.0,5890337.0,5898100.0,5905863.0,5913626.0,5921389.0,5929152.0,5936327.0,5943505.0,5950683.0,5957861.0,5965039.0,5972217.0,5979395.0,5986573.0,5993751.0,6000929.0,6008107.0,6015285.0,6023094.0,6030902.0,6038710.0,6046518.0,6054326.0,6062134.0,6069942.0,6077750.0,6085558.0,6093366.0,6101174.0,6108982.0,6116905.0,6124829.0,6132753.0,6140677.0,6148601.0,6156525.0,6164449.0,6172373.0,6180297.0,6188221.0,6196145.0,6204069.0,6211852.0,6219635.0,6227418.0,6235201.0,6242984.0,6250767.0,6258550.0,6266333.0,6274116.0,6281899.0,6289682.0,6297465.0,6305165.0,6312867.0,6320569.0,6328271.0,6335973.0,6343675.0,6351377.0,6359079.0,6366781.0,6374483.0,6382185.0,6389887.0,6397178.0,6404470.0,6411762.0,6419054.0,6426346.0,6433638.0,6440930.0,6448222.0,6455514.0,6462806.0,6470098.0,6477390.0,6484418.0,6491442.0,6498466.0,6505490.0,6512514.0,6519538.0,6526562.0,6533586.0,6540610.0,6547634.0,6554658.0,6561682.0,6568127.0,6574573.0,6581019.0,6587465.0,6593911.0,6600357.0,6606803.0,6613249.0,6619695.0,6626141.0,6632587.0,6639033.0,6645026.0,6651020.0,6657014.0,6663008.0,6669002.0,6674996.0,6680990.0,6686984.0,6692978.0,6698972.0,6704966.0,6710960.0,6714818.0,6718672.0,6722526.0,6726380.0,6730234.0,6734088.0,6737942.0,6741796.0,6745650.0,6749504.0,6753358.0,6757212.0,6760681.0,6764149.0,6767617.0,6771085.0,6774553.0,6778021.0,6781489.0,6784957.0,6788425.0,6791893.0,6795361.0,6798829.0,6801942.0,6805054.0,6808166.0,6811278.0,6814390.0,6817502.0,6820614.0,6823726.0,6826838.0,6829950.0,6833062.0,6836174.0,6839439.0,6842699.0,6845959.0,6849219.0,6852479.0,6855739.0,6858999.0,6862259.0,6865519.0,6868779.0,6872039.0,6875299.0,6878714.0,6882126.0,6885538.0,6888950.0,6892362.0,6895774.0,6899186.0,6902598.0,6906010.0,6909422.0,6912834.0,6916246.0,6919482.0,6922720.0,6925958.0,6929196.0,6932434.0,6935672.0,6938910.0,6942148.0,6945386.0,6948624.0,6951862.0,6955100.0,6958353.0,6961607.0,6964861.0,6968115.0,6971369.0,6974623.0,6977877.0,6981131.0,6984385.0,6987639.0,6990893.0,6994147.0,6997557.0,7000966.0,7004375.0,7007784.0,7011193.0,7014602.0,7018011.0,7021420.0,7024829.0,7028238.0,7031647.0,7035056.0,7038399.0,7041743.0,7045087.0,7048431.0,7051775.0,7055119.0,7058463.0,7061807.0,7065151.0,7068495.0,7071839.0,7075183.0,7078466.0,7081751.0,7085036.0,7088321.0,7091606.0,7094891.0,7098176.0,7101461.0,7104746.0,7108031.0,7111316.0,7114601.0,7117820.0,7121042.0,7124264.0,7127486.0,7130708.0,7133930.0,7137152.0,7140374.0,7143596.0,7146818.0,7150040.0,7153262.0
